Šifra stranke,Naziv,E-pošta,Tel. številko,Uporabniki,Skupina (Magento),Cenik,Plačnik,Popust polno pakiranje,Vrednostni rabat,Rabat prag 1,Rabat % 1,Rabat prag 2,Rabat % 2,Rabat prag 3,Rabat % 3,B2B+,Skupine popustov,Popust NW
0000029,"ACB ILUMINACION, S.L.",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0000076,ELKIK d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0000110,IQL d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0000515,Lodes Srl,,,,,,,0,0,800,1,1500,2,3000,3,0,,
