Šifra stranke,Naziv,E-pošta,Tel. številko,Uporabniki,Skupina (Magento),Cenik,Plačnik,Popust polno pakiranje,Vrednostni rabat,Rabat prag 1,Rabat % 1,Rabat prag 2,Rabat % 2,Rabat prag 3,Rabat % 3,B2B+,Skupine popustov,Popust NW
0001827,MEGADOM d.o.o.,,,,,B2B,0000717|,0,0,800,1,1500,2,3000,3,0,,
0001828,"MEGADOM d.o.o. , dostava",,,,,B2C,0000717|,0,0,800,1,1500,2,3000,3,0,,
0001843,MEURER Bauelemente,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001846,SPAR SLOVENIJA d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001847,F-ELEKTRO SPÓŁKA Z OGRANICZONĄ,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001850,TOKO d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001852,"ELMED, DARKO KOSABER s.p.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001854,UNIOR d.d.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001868,BELTRAM d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001871,Gramax d.o.o PE Ivančna Gorica,,,,,B2B,0000925|,0,0,800,1,1500,2,3000,3,0,,
0001872,CATENA d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001873,Electro star SRL,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001879,IQL PE Ljubljana,,,,,,0000879|,0,0,800,1,1500,2,3000,3,0,,
0001889,ANDREJ TOMAŽIN s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001892,"EDICOM, d.o.o.",,,,,,0000717|,0,0,800,1,1500,2,3000,3,0,,
0001896,DUŠAN MOŽE S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001901,MIZARSTVO FLORJANČIČ d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001905,COLLEGIO ROTONDI,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001915,"NARA HLADILNA TEHNIKA, d.o.o.",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001926,Anvina PE Tržaška  dostava,,,,,,0000330|,0,0,800,1,1500,2,3000,3,0,,
0001932,iSmart d.o.o.  PE PIK,,,,,,0000885|,0,0,800,1,1500,2,3000,3,0,,
0001934,Ikorp d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001935,"ALXATEC, Aleksandar Antešević s.p.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001936,TOPDOM D.O.O. PE Brežice PE Brežice,,,,,,0001537|,0,0,800,1,1500,2,3000,3,0,,
0001951,SAMARIN d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001953,KONJEREJSKO DRUŠTVO ŠENTRUPERT,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001954,DAVID ERMAN s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001962,ELEKTROMARKET d.o.o.,,,,,B2B,0000594|,0,0,800,1,1500,2,3000,3,0,,
0001963,INPOS PE Slovenska Bistrica,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0001964,INPOS PE Sevnica,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0001965,INPOS PE Prevalje,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0001966,INPOS PE Krško,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0001967,INPOS PE Žalec,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0001968,MARTIN MEGLIČ S.P.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001971,BT TRADE d.o.o. DOSTAVA,,,,,,0000432|,0,0,800,1,1500,2,3000,3,0,,
0001976,"RMK-Line, Renato Marušič s.p.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0001980,METVIL d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001982,LEDprofiles s.r.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001984,VIVA.FIT d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001986,BORIS LAJH s.p.,,,,,,0000717|,0,0,800,1,1500,2,3000,3,0,,
0001987,Autobahnen- und Schnellstraßen-Finanzierungs-A haft,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001991,"ZEROX, d.o.o.",,,,,,0000717|,0,0,800,1,1500,2,3000,3,0,,
0001994,IP JAMŠEK d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0001996,ELLUX d.o.o.,,,,,B2B,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002004,ELEKTRODOM TOLMIN d.o.o.,,,,,,0000586|,0,0,800,1,1500,2,3000,3,0,,
0002007,KGP Electronics GmbH,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002008,Mundotec GmbH,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002012,ERAPLAST,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002022,MARTINA POVŠE S.P.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002032,Damjan Tratar s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002043,VELTRAG d.o.o. Dostava,,,,,B2B,0000717|,0,0,800,1,1500,2,3000,3,0,,
0002044,Elbro AG,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002048,DEGRAF D.O.O.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002049,AMARANT KOOPERATIVA d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002050,VARESI d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002060,NUMERIK PLUS d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002065,PELCOM D.O.O.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002069,"LEDA, elektroinštalacije, d.o.o.",,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002074,VILLUMEN KERESKEDELMI ÉTERMELŐ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002078,BARGROUP d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002079,"Zhuhai Surelink COMMUNICATION CABLE CO.,LTD.",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002091,"Kai Suh Suh Enterprise CO.,LTD",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002093,Edita Wolf s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002094,MASTERPLAST d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002128,GRADMI d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002131,IQL skladišče LJ,,,,,,0000879|,0,0,800,1,1500,2,3000,3,0,,
0002143,TDR TRADING d.o.o.,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002146,"EVJ STORITVE, d.o.o.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002150,LED IT d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002151,ANDREJ BLAŽIČ S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002152,LED IT D.O.O. DOSTAVA,,,,,B2B,0002150|,0,0,800,1,1500,2,3000,3,0,,
0002153,EPS Simon Povhe s.p.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002156,ELMONT d.o.o. Krško,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002158,ELKOIN d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002160,"Elektro Ugovšek električne inštalacije, d.o.o.",,,,,B2B,0000717|,0,0,800,1,1500,2,3000,3,0,,
0002161,EMV VRŠČAJ d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002163,"ML Center, d.o.o.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002165,3MARAN d. o. o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002166,"ADRIA MOBIL, d.o.o. Novo mesto",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002167,FORMA SVETILA d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002168,BRAVIA MOBIL d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002169,ADNAN TUKIĆ S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002175,Gašper Čeru s.p.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002177,NOVOMONT d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002178,"BAUMULLER DRAVINJA, d.o.o.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002179,UNIMONT d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002181,IPOD PROJEKTI d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002183,"IGITOK, ELEKTROMEHANIKA IN ELEKTROINSTALACIJE - TOMŠE IGOR, S.P.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002186,BERING d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002189,ELEKTROINŠTALACIJE NEJC DRAGAN S.P.,,,,,B2C,,0,0,800,1,1500,2,3000,3,0,,
0002191,MATISA d.o.o.,,,,,B2B,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002195,Famatel Lliça de Vall,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002199,ELEKTRIA d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002201,"ETT LIGHTING, d.o.o.",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002205,ELEKTRO SMRDEJ d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002207,"ADRaudio, d.o.o.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002209,PSP d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002214,KLIMAJ d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002216,KLIMAX MARKO SIMONIČ S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002228,ELEKTRO TOPLER d.o.o.,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002245,"BKS BANK AG, Bančna Podružnica, Jernej Pečnik",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002246,OPREMKO d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002252,"ELPOS ELEKTRO TRGOVINA, PE SG",,,,,,0000717|,0,0,800,1,1500,2,3000,3,0,,
0002265,MARCHIOL d.o.o. PE Celje,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002267,RI-LUX d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002269,Mobilbox d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002271,"EXTRA LUX d.o.o., Ljubljana",,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002273,BVB d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002274,GREY GOLD d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002277,ELEKTRO LJUBLJANA d.d.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002278,AT TEAM d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002280,"Elektro Hočevar, Dejan Hočevar s.p.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002281,"GPM GROUP, MARKETING, D.O.O.",,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002285,UNICOLD d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002299,Damjan Makovec s.p.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002312,FORMA SVETILA d.o.o. dostava,,,,,B2B,0002167|,0,0,800,1,1500,2,3000,3,0,,
0002314,STOJAN KOLAR S.P.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002315,VOLTY d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002324,"EFEKT Krško, d.o.o.",,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002328,"GRAMAX d.o.o., PE Kočevje",,,,,,0000925|,0,0,800,1,1500,2,3000,3,0,,
0002337,EEA Medved d.o.o.,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002339,"INPOS, d.o.o., CELJE SKLADIŠČE VELEPRODAJE-LJUBEČNA",,,,,B2B,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002351,Klara Seating GmbH,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002360,BIOTHERM d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002367,PLASTIKA VIRANT d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002374,Funtrade d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002376,Elter Vilagitas Kft.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002384,ELPRO Križnič d.o.o. SK,,,,,,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002390,CAR LINE Robert Klančar s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002393,FTS FRANC TOMAŠIČ S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002400,Elter Világítás Kft.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002417,"RGD-E d.o.o., Trbovlje",,,,,B2B,0001053|,0,0,800,1,1500,2,3000,3,0,,
0002428,JGZ Brdo,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002445,IGLUN D.O.O.,,,,,B2C,,0,0,800,1,1500,2,3000,3,0,,
0002462,NEXUM d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002466,TDR TRADING d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002515,EURO M d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002821,MAJ 36 d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002851,SAM d.o.o. Domžale,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002876,Urška Gliha Škrjanec s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
0002919,GM PRO d.o.o.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
0002929,Matjaž Palčič s.p.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
1000001,DEJAN SMOLEJ S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
1000018,Echotech Global Diş Ticaret A.,,,,,B2C,,0,0,800,1,1500,2,3000,3,0,,
1000566,Andrej Čelesnik,,,,,,,0,0,800,1,1500,2,3000,3,0,,
1001016,Milan Lukić,,,,,,,0,0,800,1,1500,2,3000,3,0,,
1001128,RM STORITVE Rok Kamin s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
1002220,PEZDIČEK PETER S.P.,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
1002258,Igor Isak,,,,,B2B,,0,0,800,1,1500,2,3000,3,0,,
3834,Aleš Jaki,,,,,,,0,0,800,1,1500,2,3000,3,0,,
7950047,MARKO VALENČAK s.p.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
9731328,MATON d.o.o.,,,,,,,0,0,800,1,1500,2,3000,3,0,,
